id,set,score,text
18335,7,0,one trait that rose has is that she is overwhelmed and kind of frightened she thinks that she wants to tell aunt kolab about her dream because she thinks that it will relieve stress on her
18336,7,1,one trait that rose posseses is that she is motherly while talking to anna she was talking about their papa and how he had to take the job in los angeles because it paid good and the family needs the money
18337,7,0,rose makes the best out of the situation and the detail is the her aunt was born in cambodia and rose was not so aunna had a hard time adjusting to the new scenery when she got here
18338,7,2,rose is a caring girl who wishes to not hurt her aunt's feelings in the conversation they had at the end of the story rose's aunt asked her if she felt weighed by helping the family rose didn't answer the question because she felt she would hurt her aunts feelings
18339,7,2,rose is helpful and you can tell this from the conversation she had with anna this is shown when rose tells anna that 'we have our part to do to help paul finish college ' rose is younger and shouldn't have to take on a responsibility like that but she does to help out her family she knows she can't have everything but still she is willing to help out her family as much as possible
18340,7,1,rose gets ery stressed out from being busy and from all the work she has too do in the story it stated that she was very close to getting fired from her job it also talked about how she wouldnt have time to find that she can use to squeeze in her essay
18341,7,0,she holds her feelings inside her and doesn't usually let them out she eventually lets them out when she is talking to aunt kolab
18342,7,0,strong she doesn't complain but she is willing to accept help when anna gets made at her papa rose stands up for him even though shes tired and wants him to come home
18343,7,0,rose is very perceptive to the people around her and that she sacrifices her own feelings to make the other person feel better
18344,7,1,rose is a hard working girl who is more then willing to help her family with any problems she takes time from writing her essey every night to help her aunt kolab prepare dinner
18345,7,1,one important trait that can describe rose would be responsiblity she knows that she has duties to attend and she is only in high school rose does what she needs to do then helps her aunt and holds a job all at the same time that is very responsible to me also knowing she has a paper to do but not enough time to do this paper rose does it anyways
18346,7,1,one trait is hard working i believe she is hard working because most days she goes to school then she goes to work a four hour shift then she goes straight home to help make supper and then she does her homework
18347,7,1,she cares about what she says to her aunt in cambodia what they were doing would be quite normal
18348,7,1,1 rose is caring because she is trying her best to help support paul in college
18349,7,0,rose is a very stressful person she always has something on her mind and something that is always causing her to veer off her own path to help others
18350,7,0,rose trys to act that every thing is ok when around her sister to make sure her sister dosent worry for example when rose realized she was over worked and had to finish her essay and anna walked in and saw the look she had on her face and asked if everything was fine and she replied that she just had a bad dream
18351,7,2,rose can be descirbed as hopeful she believes in her brother's abilities and she also is hopeful that her papa did what was best for them even if the situation upsets her
18352,7,0,i think rose is sincere to what she does but when she has to work or has to do an 3000 word essay she gets overwhelmed and doesn't know what to do
18353,7,0,one trait that describes rose based off some of her conversations would be that she misses her father alot a detail from the story that would help support this is when she is talking to anna and she says' i'm so lonesome for papa it seems like he's been gone for years '
18354,7,1,when she has something in her head she's going to do it she cares a lot about everything in her life
18355,7,2,rose seems very caring and compassionate toward others when she is talking with anna she says 'it's only been four months he had to go ' she says this to try to comfort her sister who is upset about papa leaving
18356,7,1,she is hard working and doesn't give up on anything easily she is going to work after school and then is going home to help with the dinner
18357,7,0,when she was talking to anna she seemed to be at a stump in her life and that trait that she doesn't have is confidence confidence that she knows she can get through it and make things better for herself i think she is very busy with her life and doesn't have time for herself or atleast doesn't make time for herself it seems like she is missing some things in her life that she needs at that point in time 'i'm so lonesome for papa it seems like he's been gone for years' paragraph 9
18358,7,0,that anna is trying to put stuff in her schedule so she can get them done but most the problems she is having is that she can't half of them done so through out this whole story anna is trying to found a way to do this
18359,7,0,one trait that can describe rose based on her conversations with anna or aunt kolab would be troubled you know this because she feels weighed down i know this because she agrees but doestnt tell aunt kolab about being weighed down
18360,7,0,rose seems very overwhelmed when she is talking to her sister she gets very aggravated and storms out of the kitchen
18361,7,0,rose is very loving because she works hard to try to help her brother get into a good college and would do anything for him even if it ends up hurting herself
18362,7,0,rose is fearful of letting her family down aunt kolab saying 'do you feel so weighed down by what you're doing to help this family ' shows how much rose is afraid
18363,7,0,one trait that could describe rose is that she has alot of flashbacks and emotional problems another that could also describe her is determinded because she wants to get this done and she stayes up all night trying to write this three hundred word essay that she will say and she fell asleep writting it so i find that she is very determind about the situation and the essay that she must write
18364,7,0,rose is overwhelmed because she feels like she has to do everything rose has to work at the restaurant for a four hour shift then help her aunt prepare a quick supper afterwards she has write her three thousand word essay
18365,7,0,rose is a strong person when anna says she is lonesome for papa rose says it's only been four months and he had to take that job in los angeles
18366,7,0,one trait that can desribe rose is that is is difficult because rose grew up here like when she said this must be difficult for you yes'
18367,7,2,rose is very hard working and caring she believes that when you help someone they will help you in return when rose is having a conversation with her sister anna rose states 'we have our part to do to help paul finish college then he'll get a good job anna and he'll pay for you and me to go to college ' rose is trying her hardest to pay for all of the expenses that her family has she is a very dedicated lady who seems to find success in a lot of different situations throughout her life
18368,7,0,rose is very stressed out from haveing to do so much it says 'from school she'd gone straight to work for four hours then home to help aunt kolab prepare a quick supper and then do a three thousand word essay '
18369,7,0,rose has taken on a adultlike responsibility this is evident when anna says to her 'you sound just like mama ' this trait could be described as she was growing up too fast she was not the typical teen that people would think of in the world the best example of this is in the second paragraph where it talks about what her daily routine is like this shows that she is busy with helping this fact is shown when she talks to her aunt in the end when it talks about her being weighed down because she is helping her family
18370,7,1,rose wants to help her family out because of the hard time they are going through she is what you call it a 'people pleaser' and she wants to help out and win the essay contest to help out her family
18371,7,2,rose is considerate she is stressed out and feels like there is too much responsibility on her but knows the family needs help when aunt kolab asks her if she felt weighted down by helping the family she doesn't respond because she wants to help she just doesnt know how much she can
18372,7,1,rose is a very hard working person she has many tasks to do in one day including school help around the hose supper work at the restaurant homework and her essay
18373,7,0,rose feels overwhelmed with all of her responsibilites however she is very understanding about what she needs to do to help her family she displays this understanding attribute when she cups her hands and thinks to herself that her brother's fate lies partly in her hands
18374,7,0,resourceful suddenly it occurred to her here was the topic for her essay although it was still vague
18375,7,1,i believe that rose has traits like a mother would have when she is talking to her sister anna rose takes care of her rose makes sure she is feeling ok and puts her to bed when rose is talking to aunt kolab it shows that she is under a lot of pressure because she has to be the mother figure for anna since their true mother is always out working
18376,7,2,rose is a caring person because as soon as she saw her sister walking into the kitchen in the middle of the night she immediately asked if anything was alright
18377,7,0,guilty would describe rose because in paragraph 19 rose was afraid to tell aunt kolab because the dosen't want to hurt her aunt and she also thought that her aunt would tell her mother so rose just kept it to herself
18378,7,1,rose is a hard worker we do not know how old she is but by the description i would say she's in her teens though at a young age she works a four hour shift then has to go home and help her aunt make supper and this is all before she has time to do her schoolwork
18379,7,0,rose wants to please everybody when she's talking to anna she talks about how they have to do their job to help their brother paul finish college so he can get a good job
18380,7,0,she feels like a burden ' rose kept nodding maybe her life would get easier maybe it wouldn't'
18381,7,1,rose sounds very responsible she has a lot of responsibilities and she is still concerned about school work and other important things in her life
18382,7,0,rose can be described as overwhelmed she is noted quite a few times through out the story as being overly busy
18383,7,0,she belives that money is everything she feels that she and everyone else has to pay for her brother than he will get a job and have to pay for his two siters to go to school
18384,7,1,rose is very hardworking this is demonstrated by the fact that she works a job in addition to her schoolwork and also competes in other areas like the essay writing contest teh fact that she can manage all of those activities at all even if they do leave her exhausted is proof of her hardworking character
18385,7,0,there is one trait that can be picked up from the two conversations in the story rose wants to help her mom and her aunt but she has alot on her mind for instance when she was talking about writting the essay and she said'when woud she have time to write a flawless three thousand word essay '
18386,7,0,she is willing to heklp her brother work his way to college she tries her best to do what she can
18387,7,0,the anna told rose head jerked up from her chest anna what wrong you feel okay that what anna told rose
18388,7,0,rose is angry she has to work and school work at the same time and she just can't take it much longer
18389,7,0,anna knows that no matter how stressful everything is on her she needs to continue to reassure her sister and let her know that everything will be ok when anna asks about their father rose says 'it's only been four months he had to go the job in los angeles paid three times what he was making here '
18390,7,0,confused i think she wonders why her father would choose to go so far away just for a job and she wonders why her aunt is doing what she's doing to help their family
18391,7,0,i do not know
18392,7,0,rose seems to not talk a lot she just nods when her aunt tells her something
18393,7,1,rose is a very busy person it said that her aunt' offer had somehow made her feel lighter it made the weight on her shoulders lighten up a bit
18394,7,1,one way to describe rose would be respectful because through out the whole story rose never talks back to aunt kolab
18395,7,0,one trait i can think of would be unsure of herself she seems to be unsure if she can help out her family like the others like she questions whether or not she is capable she feels as though she would be a let down if she was not able to help out one detail would be when her aunt ask her ' do you feel so weighed down by waht you're doing to help this family ' she was unable to answer because she did not want to hurt her aunt
18396,7,0,i think that rose is open minded because she could be like her sister and be bitter and angery but even when she talks to her aunt and sister she still concidered about her family because her sister at the table is telling her there's no hope for their family
18397,7,0,with rose having school work chores and homework i would say that she is strong rose has a converstation with anna talikng about their papa and even though rose doesnt like the situation any better she trys to stay positive
18398,7,0,in 'crossing over' the author displays rose as a helpful child but one who keeps her feelings inside although she feels pressured by what she needs to accomplish she does not complain to others or stop doing what needs to be done for example as she was speaking to her sister she explained how they needed to 'help paul finish college and he'll pay for her and anna to go to college' paragraph 11 sentence 3 4 not once does rose express her worry about the situation
18399,7,1,as is widely known people do not always show their true emotions for a multitude of resons even though her feelings told her otherwise during her conversation with anna rose still gave her sister a rational explanation concerning their family's situation rather than be thoroughly honest then when speaking to her aunt rose felt an apprehension about expressing her true feelings because she believed that perhaps she was being weighed down by her family obligations and that to admit it would hurt her family what rose has done being able to set aside her emotions for a greater purpose however difficult it is has shown that perseverence is a key part of her character
18400,7,0,muted noises aunt kolab making muted noises in the kitchen
18401,7,0,lonely 'mama's not home yet is she i hate how late she has to work '
18402,7,0,one trait that can describe rose is that she is jelous of paul an example is when she says 'we have our part to do to help paul finish college then he'll get a ggod job anna and he'll pay for you and me to go to college '
18403,7,0,rose doesn't want to tell her aunt how she really feels at first because she doesn't want to hurt her or have her aunt tell her mother so one trait would ne that she is mature she takes care of her little sister while her mother works long nights
18404,7,2,aunt kolab cares about anna and she knows when something is wrong with her 'anna ' rose said 'what's wrong you feel okay '
18405,7,0,from reading this story i have come to find that rose is a self centered person when young anna came into the kitchen and told rose that she had had a nightmare rose quickly changed the subject to herself by saying 'i fell asleep working on an essay ' without giving a second thought to how her sister might be feeling
18406,7,0,the trait is that rose kept an 'open mind' during the talks and ultimately found a topic for her essay which pretty much worked out in the long run
18407,7,0,in both conversations they talk about being flustrated and weighed down with stress rosa feels she almost can't go on because of the fact her fathers gone and she's left to work rosa feels ' that she is too young for so much responsibility '
18408,7,2,rose can be optimistic'rose kept nodding maybe her life would get easier maybe it wouldnt '
18409,7,2,'anna ' rose said 'whats wrong ' you feel okay ' it shows that she is caring
18410,7,1,one trait that can describe rose based on her conversations with anna or aunt kolab could be that she is a very family person she wishes to make people happy and try her best to keep the family togather
18411,7,2,rose is a kind person and she seems to always be thinking about someone else in her conversation with her little sister anna rose feels overwelmed but she doesn't let her sister know and she even tries to compfort her when anna complains about their mother not being home and their father being away rose explains to her little sister why things are how they are in a gentle way this shows compation and caring
18412,7,0,rose was cautious she didn't want to make a mistake that could result in someone being mad at her one passage in the story that would support this conclusion is 'rose didn't answer if she told the truth she would hurt her aunt and probably her aunt would tell her mother '
18413,7,2,one trait rose shows is caring the reader can see this in the 19th paragraph because rose doesn't want to tell her aunt kolab what she really feels for fear of hurting her feelings
18414,7,0,rose says anna 'sounds just like mama' she trys to make things work with what they have
18415,7,0,i think that rose should've taken this a little bit more calmer because the rest of them moved on and so did she
18416,7,0,rose is a very busy young women
18417,7,2,rose is very diligent in the story she is talking to her sister when she tells her that she fell asleep while working on her essay that shows that she was working hard enough to make her tired
18418,7,0,rose is a very closed person she doesn't say much until she really has to or is somewhat forced to
18419,7,0,rose is very open sighted she see's things through her eyes and through the eyes of others one support for this is when she is talking to aunt kolab and her aunt says 'but now i realize that you're seeing the situation through other eyes as you should i suppose because you grew up here this must be difficut for you yes ' this quote shows how rose's aunt didn't see through other eyes and had to have rose point it out to her the eyes maybe of a different person or a different culture but she was seeing differently
18420,7,2,rose can be described as consoling in her conversation with anna rose attempts to make sense of the family's load to anna who is distraught and doesn't quite understand the whole situation she justifies their helping paul with college by telling her how he'll be able to pay for them to go to college once he has a job rose also tries to make a quick joke about money to lighten the mood
18421,7,1,rose cares because in thestory of crossing over she trys to help with the money but the three thounds word essay was messing with her
18422,7,1,that she is always worried
18423,7,2,one trait is caring it can be seen when rose was asks her sister anna whats wrong this shows she cares about whats upsetting her sister
18424,7,2,rose while feeling overwhelmed tried to be optimistic in most situations she feels like she has to be a role model for anna if rose expresses her true feelings then she is afraid that anna will lose faith in their situation as well in paragraph 11 rose explains with a maternal tone how her and anna have to appreciate what paul is doing for them he is going to school so he can get a job and ultimately help pay for the sisters' college funds rose tries to point out the importance in helping out paul rose would much rather talk about how she wants to give up how she is tired of working so much and how school is constantly weighing down on her despite these feelings rose tries to remain positive for anna's sake and holds her tongue
18425,7,0,rosa coul be feeling a little hust at the dream she had she told anna that 'i'm fine i just had another bad dream '
18426,7,0,in this story the character of rose is in a tough situation her family is struggling to make money and this puts alot of pressure on her as a result when she is talking to her sister anna you see you get a little angry this is a result of the high amount of pressure that she is feeling you can see this when she resonds to anna saying 'money isn't everthing' with 'only if you already have everthing ' this is a rude resonse and is a result of the pressure rose is feeling to not only finish her essay but to also make money for her family
18427,7,0,rose is a very smart person who thinks of things differently than others this is shown in paragraphs 10 and 11 when anna says that money isn't everything and rose says only if you already have everything most people wouldn't think of the situation in that way
18428,7,2,one trait that describes rose is understanding when anna says that 'it seems like he's papa been gone for years' rose understands it is for their good because ' the job in los angeles paid three times what he is making here '
18429,7,0,rose is trying to be a rock for the family she has to keep her head up for her little sister and paul it shows when she tries to console her sister by saying 'he had to go ' when she says this she is using an excuse to make her sister feel better
18430,7,0,rose is a thinker she analyzes everything and will search for the meaning inside herself
18431,7,1,rose is a very caring and respectful person she does many things to help around the house she does these chores before even doing her homework she dreams that paul jumps from a cliff and is weighing her down under the water paul in her dream refers to her caring and missing him since he has been gone for four months and him weighing her down refers to all the responsibility that she has at home
18432,7,0,that her mother is always late when getting home from work
18433,7,1,one trait that rose has is the feeling of responsibility she shows that when she is looking at her hands and says 'paul's fate lies partly in these'
18434,7,0,rose is timid she shows this in both conversations were she either kept quiet or she didn't speak out very much at all
18435,7,0,one trait that describes rose based on her conversation with anna is that she is fearful because of the essay and helping her brother a detail from the story is 'we have our part to do to help paul finish college then he'll get a good job anna and he'll pay fro you and me to go to college '
18436,7,0,rose is very rational she shows this trait in her conversation with anna she tells anna the reasoning behind her father's job and she knows that they just need to do their part to get to a better life
18437,7,0,guilty 'rosa didn't answer if she told the truth she would hurt her aunt and probably her aunt would tell her mother
18438,7,0,she wants to find something better for her aunt and whole family not just one person rose is not a selfish person which makes her trait outgoing
18439,7,0,from paragraph 19 i could tell that rose is a very modest person i got the feeling that she doesn't like to bother people she even says 'if she told the truth she would hurt her aunt ' therefore she clearly does not want to burden anyone
18440,7,2,one trait that can describe rose is that she is outgoin and is a hard worker even if she is trying to help out a nother family member 'we have our part to do to help paul finish college then he'll get a job anna and he'll pay for you and me to go to college '
18441,7,0,rose is always busy and doesnt feel like she should be doing all that she does at her age the conversation with aunt kolab she trys to come up with ideas to help rose with everything she does
18442,7,0,feeling the family is on her shoulders as if she is the one holding everybody together paul's body sank down on top of rose pushing her to the sandy bottom she was unable to breath because of the pressure she gets from her entire family
18443,7,0,she is very self sufficient while conversing with aunt kolab she was very weary about letting her true feeling show aunt kolab thought up the meaning of rose's dream and asked if rose felt that way of course rose not wanting any help or pity avoided expressing her true emotions
18444,7,0,parragraph 22 sentence 1 maybe we can find a way to do things differentle she wants to help and is a good person and try that everybody is happy
18445,7,1,one trait that rose has is responsibility she takes care of all her problems and situations in the story after school everyday she goes straight to work then home to help aunt kolab prepare dinner
18446,7,2,one trait that describes rose based on her conversations with her family is that she is determined she is exhausted and overwhlemed with all this stuff she is suppose to do but yet is still determined to make it through because she knows she has to do this for her brother even though it isn't easy for her she knows that in the end it will all pay off paul will return the favor by getting a job and putting his sisters through college one detail from the story to support this is that rose says 'we have our part to do to help paul finish college then he'll get a good job anna and he'll pay for you and me to go to college'
18447,7,2,rose is hopeful because during her conversation with anna she would say how when paul gets a good job after college he would pay for her and anna to go to college too
18448,7,2,rose seems very caring and always think about others she is so worried about helping her brother go to college
18449,7,1,rose is a young girl having to squeeze in time for her school work while she has a job and also a younger sibling to take care of even though she had many things to do she still is caring for her family and is willing to do it all for them
18450,7,0,when rose was having a conversation with aunt kolab rose showed how she can take on respondsiblities as a young women and not complain about it rose took the trait of honesty and was able to confess to her aunt that wasnt ready to take to on the responsiblities rose showed that she didnt want to let her aunt or family down
18451,7,2,one trait of rose's that was shown in her coversation with aunt kolab hit me like a speeding bullet respect rose has respect for her aunt and her family she knew the answer to aunt kolab's question but felt that she would hurt her aunt so she decided it was better to say nothing than something wrong
18452,7,0,she was afaird she was afaird to tell her aunt the truth
18453,7,0,rose is brave in the sense that she doesn't want her sister to know how she really feels rose tries to be strong when she is talking to her sister and laughed a fake laugh she didn't want her sister to worry about her so rose was brave
18454,7,1,one trait that discribes rose is loyalty even with her hectic schedule rose is loyal to her family s needs rose finishes homework late at night so that she can squeeze in work at the restaurant rose feels the weight of a busy schedule but the extra restaurant work provides her family with some money that they sincerely need
18455,7,0,rose felt an urgent need to relate the dream to expose it so it would loosen its grip on her
18456,7,1,through her conversations with anna and aunt kolab one trait that shows in rose is loyalness even though rose is weighed down by her school life working and trying to help out the family she does all she can to try and get through a tough situation
18457,7,0,even if i win i won't get to travel to sacramento to recieve the prize
18458,7,0,anna is a very realistic person and that is a good trait to have she could easily be mad at her father for leaving her but she realizes that their family needs the money so she accepts why he left anna can see that her father is not leaving to get away but that he is leaving to help his family have a better life she demonstraits this trait when she is talking to rose and anna says 'only if you already have everything ' when talking about how important money is anna is realistic about how important money really is
18459,7,1,rose is very dedicated in the story it tells how she is overwhelmed with work and the essay she wants to write but she still works so that she can support her brother paul
18460,7,2,rose is hardworking 'we have our part to do to help paul finish college '
18461,7,1,that she hard working and does things she might not want to do just to help her family
18462,7,2,that she really cares about other poeples feelings and she showed when she asked her sister what was wrong
18463,7,0,rose didnt answer
18464,7,0,rose did not want to hurt her family by telling her aunt that she felt weighed down by helping them so much she did not answer her aunt's question because she knew that the truth would hurt her aunt and her mother
18465,7,1,i believe that one trait about rose is how dedicated she is to helping her family in the story she mentions that she goes straight to school then to work home to cook dinner with her aunt then does homework for the rest of the night so this obviously shows she is doing everything in her power to help her family make it
18466,7,0,one trait that i saw was that she acts different around different family members for example she was talking a bit more with her sister than she did with her aunt
18467,7,0,rose seems like she would be dramatic as certain times she said 'i'm so lonesome for papa it seems like he's been gone for years ' when in reality he was gone for four months which is found in paragraph 9 sentence 1
18468,7,0,she is a very busy and stressed out girl an example to show is when she is trying to figure out how to fit in a 3 000 word essay and work a 4 hour shift at the resturaunt
18469,7,0,well it was that time in the kitchen that can desribe rose how she stood and stalked out of the kitchen
18470,7,1,i think that rose is mature i think this because in the story she tries to help her sister with how she is feeling rose tries to help anna out with the leaving of their father
18471,7,1,based on the conversation between rose and anna i believe that rose is protective in paragraph 11 rose 'tried a laugh that sounded fake even to her ' it seems like rose is trying to comfort anna without revealing what she truly feels by covering up her feelings while speaking to anna i believe rose is being protective and trying not to expose anna to the way she really feels about her papa's absence
18472,7,1,rose is an independent person she can do things for herself she seems to like to appear tough to her family like she has everything together and she can get along just fine it seems that rose does not want her family to know of her concerns for the trip she would to take or of her concerns for her brother and the rest of the family rose is also caring deep down and cares so much the weight of her caring weighs her down when anna spoke to rose about their brother paul anna seems guarded she doesn't want to show her sister how she really feels about the conversation and her family's situation with her father and her brother anna tells rose that she sounds just like their mother because she talks of how they really needed the money for which their father was working
18473,7,0,rose is very shy but also likes to get what she wants she likes things to be her way in the story aunt kolab says 'hmm maybe we can find a way to do things differently a way better for you '
18474,7,2,rose is very respectfull of her elders when she was speaking with her aunt kolab about how she felt weighed down by the responsibilities put on her 'rose didn't answer if she told the truth she would hurt her aunt and probably her aunt would tell her mother
18475,7,1,rose is a supportive sister rose holds back her emotions when she talks to her sister anna anna is upset about their father leaving and their mom being away for a while rose feels similarly about the burden of supporting their brother she chooses to say that everything will work out to try and support her sister instead of letting her know her actual thoughts
18476,7,0,stressful when would she squeeze in writing a flawless three thousand word essay 'i'm insane ' she said grimly as she gathered books and papers
18477,7,0,she wants to be succesful she says when she is talking to anna she says 'only if you have everything ' and how she says about traveling to sacramento to recieve a prize
18478,7,1,rose is kind of quiet she is helpful but doesn't really say anything like when rose and aunt kolab were talking she just nodded and didn't say much
18479,7,0,she is very ambituos 'from school she'd gone straight to the restraunt to work a four hour shift then straight home to help aunt kolab prepare a quick supper after that it was time for homework '
18480,7,2,rose is compassionate towards others 'rose didn't answer if she told the truth she would hurt her aunt '
18481,7,0,rose seems very stressed and that everything is put on her and she has to be the bigger person
18482,7,0,rose is stressed out she is in high school and has to work everyday she has too many things going on at one time her boss might fire her if she misses another day of work she tries to stay positive but it is really hard for her to because of the tremendous amount of stress on her
18483,7,1,when talking with her sister anna rose acts very compassionately rose tries to act kindly towards anna and she does not want the younger girl to feel upset about the family's situation after rose admits that she misses papa rose tries to rationalize the situation she gently explains that he had to go to another job in order to support their family by saying this rose attempts to make her sister feel less upset thus rose is quite compassionate
18484,7,1,rose is a very caring daughter that just misses her father because he is working in las angeles
18485,7,0,rose is a teenage girl who takes on a lot of responsibility she is a student and is trying to write a three thousand word essay on top of trying to fulfill her duty at her job
18486,7,1,rose is very thoughtful towards others she really only thinks about the ones around her and how she can help them she tells anna that her father will pay for them to go to college so she is making her sister feel better saying that her father will take care of them and do the best he can
18487,7,2,rose is a very hard worker and cares about her and her sisters education 'we have our part to do to help paul finish college then he'll get a good job anna and he'll pay for you and me to go to college '
18488,7,2,rose is understanding while having a conversation with anna she understands why there papa had to leave in paragraph nine line two it reads rose telling anna that papa left to make three times as much money as he was making working close to home
18489,7,0,rose feels like the weight of paul is on her because she is working to put him through college and when he is done with college he will pay for hher and anna to go to college
18490,7,1,shes caring because when she was talking with her aunt she was being respectful and listened to what she had to say she also aggreed with everything
18491,7,1,i think rose cares a lot for her family rose comes home everyday 'to help aunt kolab prepare a quick supper '
18492,7,0,in the story she felt she is too young to have this much responsibility for her family in the story it says in the dark rose clasped then cupped her hands paul's fate lies partly in these
18493,7,2,very hopeful for good to come to her life she is optimistic in that she wants everything to be better in her life and she tries to see that through aunt kolab and anna the hope with that she speaks of with anna is that they must help paul finish college so that he can send rose and anna to college the hopefulness and optimism she she also sees in the speaking with aunt kolab she finds what to write about in this speaking with aunt kolab
18494,7,2,she has respect for her aunt kolab because when she did not answer the question 'do you feel so weighed down by what you're doing to help this family ' she said she did not answer because she did not want to hurt her aunt
18495,7,1,a trait that stood out to me the most about rose has to be how caring about her family she is an example is how she goes to lay down with her younger sister to comfort her
18496,7,2,rose is kind at heart she knows she has a job to look out for her family she says' we have our part to do to help paul finish college ' this shows that she cares about her family
18497,7,0,one trait that describes rose is that she thinks ahead of time one detail that supports this is whe she says 'maybe her life would get easier maybe it wouldnt'
18498,7,2,rose is caring to others and tries to help them before taking care of her own problems 'anna what's wrong you feel okay ' she asked this to anna even though rose herself wasn't well
18499,7,1,one trait rose has is that she is understanding even if she has so much pressure put on her when she was talkinf with aunt kolab she would understand what her aunt was trying to explain
18500,7,2,one trait that describes rose is respectful when rose's aunt kolab asked her if she felt weighed down rose did not answer she did not ansewer because she was afraid to hurt the aunts feelings rose does the same when she surpresses how she feels when is her sister is upset
18501,7,0,rose is really busy with her life shes always tring to squeeze things in in the lines 17 19 rose tells the reader that shes afraid to tell her family how she feels she feels weighed down by helping her family
18502,7,1,a trait that can describe rose is helpful she is helping out anna when she is talking to her saying that everything is going to be ok
18503,7,0,rose trys to stay positive like her mother as her sister anna says in paragraph 2 ' you sound just like mama
18504,7,0,the one adjective that can describe rose is ungrateful she seems to complain a lot throughout the story about helping out the family with working she feels as if its piling on a lot of responsibility on her when its a lot of responsibility on everyone that lives in her home
18505,7,2,rose is caring becuase immediatly after anna walks in she asked anna if she was was feeling okay
18506,7,2,one trait that can describe rose based on her conversation is that shes kind she feals weighed down by the responsibility of helpeing her family at such a toung age but wishes not to express her true feelings in fear of making her aunt kolab upset and intern making her mother upset
18507,7,2,one of her traits is that she is caring she didn't tell her aunt how she really felt because she was scared it would make her aunt disappointed
18508,7,1,one trait that rose has is that she cares for her family and it shows when she yells for paul to watch out in her dream
18509,7,1,rose is determined in the story because in the conversation with anna rose explains to anna how their situation is going to get better and she says it with confidence
18510,7,0,one trait that can describe rose based on her conversations is she feels too busy
18511,7,0,when rose had the bad dream her sister asked what was wrong
18512,7,1,she work very hard
18513,7,2,one trait about rose in this story is when rose has a conversation with her younger sister anna anna walks in rubbing her eyes rose askes her whats wrong and if she feels okay rose has a trait of caring for others and being a mom to anna when their mom isn't home
18514,7,0,in her talk with her aunt kolab rose feel that it's up to her to keep the family running and keep there hopes up while supporting them money wise she feels over pressured in the situation aunt kolab offers her help to their family and take some pressure off of rose
18515,7,0,'do you feel so weighed down by what you're doing to help this family '
18516,7,1,very thoughtful rose considers how others must feel when she is in the same situation as they were an example is in paragraph 14 when rose says 'she felt to youg for so much responsibility ' now rose was imaginaing how her brother must feel
18517,7,1,she is very responsible she works at a restaurant after school then goes home to help make dinner
18518,7,0,rose is a very two faced person in her conversation with anna she faked a laugh that she knew wasn't there 'she tried a laugh that sounded fake even to her ' and for what reason to simply get anna to leave additionally when she spoke with her aunt kolab she did not tell her how she really felt because she knew that she would get mad
18519,7,0,that she is frustrated that everything is going on a once like she said in the story 'the day like most of her days had been too long too demanding from school she had gone straight to the restaurant to work a four hour shift then straight home to help aunt kolab prepare a quick supper after that is was time to do homework
18520,7,2,when rose is talking to anna she shows that she is selfless this trait is shown when she says 'we have to do our part to help paul finish college then he'll get a good job anna and he'll pay for you and me to go to college ' she is unselfish about working for her brother to finish school even though she is exhasuted
18521,7,0,that she wants to be free
18522,7,2,the one trait i depicted from this passage was that rose is grown up when rose was talking to anna she said that 'we have to do our part to help paul finish college then he'll get a job and pay for you and me to go to college ' next anna stands up and says rose sounds like mom
18523,7,0,i feel that rose feels lonely cause her she feel she haven't seen her father in four months and her aunt said'do you feel so weighted down by what your soing to help this family' rose didnt answer then her aunt said somthing back to her rosie feel her life is dificult but she felt good because her aunt understodd how she felt
18524,7,0,rose feels like everything happens for a reason anna doesn't quite feel the same way anna hates that her father is gone and rose seems to think it was all for the better in the article she says 'he had to go '
18525,7,0,she tries to see things from another point of view
18526,7,2,one trait that rose has is thoughtfulness when aunt kolab asked her if she was so weighed by what she was doing to help the family she did not answer because she did not want to hurt her aunt
18527,7,0,rose seems like she is a very smart girl she is writing an essay for the state competition if she wasn't very smart she would'nt be writing for a state competition
18528,7,2,a trait that rose shows in her conversation with aunt koleb is caring she begins the conversation with anna by asking 'are you worried ' this shows how she cares about her sister she also mentions to anna how her father has to work hard to send paul to college anna sincerely cares about paul and her little sister and wants to go to college herself
18529,7,0,rose feels very overworked and when she talks to her aunt kolab she can't tell her the truth about how she feels taking on a big part of the house work so she lies she gives off a very exhausting vibe about her extremely busy schedule
18530,7,2,i believe the story reveals that rose is a caring person the evidence behind my reasoning is when rose said 'we have to do our part to help paul finish collge then he'll get a good job anna and he'll pay for our college ' the reason i chose this part of the story is because i believe it shows a sympathy towards her sister and by saying this to her it's allowing her sister to feel better about the situation rose would have to be a caring person to express sympathy to her sister
18531,7,0,one trait the rose has in the story is that she never speaks up for wat she want to say like in the storyshe did not talk one bit to aunt kolab at all she only nodded rose needs to say wats on her mind or her life will be pushed around
18532,7,0,rose tends to feel uncomfortable with expressing her inner struggles while talking to anna anna tells her 'you sound just like mama ' illustrating that rose covers her feelings by saying what she feels is expected of her
18533,7,0,rose is quite humble she didn't want to tell her aunt the wrong answer to her question 'do you feel weighed down by what you're doing to help the family ' she just wanted a better life for her family in the united states now
18534,7,2,a trait rose has is that she is understanding 'its only been four months ' rose said as gently as she could 'he had to go the job in los angeles paid three times what he was making here ' this statement suggests that rose is understanding of the situation and is willing to accept it
